Date_Time, Dallas_Digital, LM35_Analogue
2025-10-21 20:31:29.665950, 18.94, 17.09
2025-10-21 20:31:39.696521, 18.75, 17.58
2025-10-21 20:31:49.727085, 18.87, 16.60
2025-10-21 20:31:59.761622, 18.87, 17.58
2025-10-21 20:32:10.402381, 18.75, 17.09
2025-10-21 20:32:20.432918, 18.75, 17.09
2025-10-21 20:32:30.463433, 18.62, 17.09
2025-10-21 20:32:40.494207, 18.50, 16.11
2025-10-21 20:32:50.524534, 18.37, 16.60
2025-10-21 20:33:00.559046, 18.31, 17.09
2025-10-21 20:33:10.589602, 18.56, 17.09
2025-10-21 20:33:21.230408, 18.50, 16.60
2025-10-21 20:33:31.871208, 18.56, 16.60
2025-10-21 20:33:41.901650, 18.56, 17.09
2025-10-21 20:33:51.932323, 18.62, 16.60
2025-10-21 20:34:01.962847, 18.62, 17.09
2025-10-21 20:34:11.993471, 18.50, 16.60
2025-10-21 20:34:22.027879, 18.56, 17.09
2025-10-21 20:34:32.058307, 18.56, 17.09
2025-10-21 20:34:42.699281, 18.75, 17.09
2025-10-21 20:34:52.729779, 18.75, 17.09
2025-10-21 20:35:02.760329, 18.69, 17.09
2025-10-21 20:35:12.790858, 18.50, 16.60
2025-10-21 20:35:22.825357, 18.50, 16.60
2025-10-21 20:35:32.855942, 18.50, 17.09
2025-10-21 20:35:42.886493, 18.56, 17.09
2025-10-21 20:35:53.527299, 18.62, 16.60
2025-10-21 20:36:03.557836, 18.62, 16.60
2025-10-21 20:36:13.588384, 18.62, 16.60
2025-10-21 20:36:23.618891, 18.56, 16.60
2025-10-21 20:36:33.653379, 18.44, 16.60
2025-10-21 20:36:43.683994, 18.50, 17.09
2025-10-21 20:36:53.714517, 18.62, 16.60
2025-10-21 20:37:04.355314, 18.56, 17.09
2025-10-21 20:37:14.385870, 18.56, 16.60
2025-10-21 20:37:24.416424, 18.50, 16.60
2025-10-21 20:37:34.446958, 18.56, 17.09
2025-10-21 20:37:44.481400, 18.62, 16.60
2025-10-21 20:37:54.512006, 18.37, 16.60
2025-10-21 20:38:04.542694, 18.44, 16.11
2025-10-21 20:38:14.573063, 18.50, 16.60
2025-10-21 20:38:24.603669, 18.44, 16.60
2025-10-21 20:38:34.638134, 18.44, 16.60
2025-10-21 20:38:44.668730, 18.56, 16.60
2025-10-21 20:38:54.699305, 18.50, 17.09
2025-10-21 20:39:04.729830, 18.50, 16.60
2025-10-21 20:39:14.760395, 18.56, 16.60
2025-10-21 20:39:24.790936, 18.56, 17.09
2025-10-21 20:39:34.825398, 18.62, 16.60
2025-10-21 20:39:44.855766, 18.44, 16.60
2025-10-21 20:39:54.886350, 18.50, 17.09
2025-10-21 20:40:04.917054, 18.44, 16.60
2025-10-21 20:40:14.947581, 18.37, 16.60
2025-10-21 20:40:24.982140, 18.44, 17.09
2025-10-21 20:40:35.622886, 18.69, 16.60
2025-10-21 20:40:45.653471, 18.69, 16.60
2025-10-21 20:40:55.683993, 18.56, 16.60
2025-10-21 20:41:05.714598, 18.50, 16.11
2025-10-21 20:41:15.745087, 18.37, 17.09
2025-10-21 20:41:25.775705, 18.50, 17.09
2025-10-21 20:41:35.810233, 18.44, 16.60
2025-10-21 20:41:46.450971, 18.19, 16.60
2025-10-21 20:41:56.481499, 18.19, 16.60
2025-10-21 20:42:06.512108, 18.31, 16.60
2025-10-21 20:42:16.542630, 18.44, 16.60
2025-10-21 20:42:26.573249, 18.44, 17.09
2025-10-21 20:42:36.603667, 18.44, 17.09
2025-10-21 20:42:46.638257, 18.37, 16.60
2025-10-21 20:42:56.668766, 18.37, 16.60
2025-10-21 20:43:07.309565, 18.50, 16.60
2025-10-21 20:43:17.950375, 18.37, 16.60
2025-10-21 20:43:27.980943, 18.37, 16.60
2025-10-21 20:43:38.011519, 18.37, 17.09
2025-10-21 20:43:48.042586, 18.37, 16.60
2025-10-21 20:43:58.072563, 18.44, 17.09
2025-10-21 20:44:08.107108, 18.44, 16.60
2025-10-21 20:44:18.137675, 18.37, 17.09
2025-10-21 20:44:28.168145, 18.31, 16.11
2025-10-21 20:44:38.198738, 18.44, 17.09
2025-10-21 20:44:48.229346, 18.50, 16.60
2025-10-21 20:44:58.259867, 18.44, 16.60
2025-10-21 20:45:08.294323, 18.44, 16.11
2025-10-21 20:45:18.324938, 18.44, 16.60
2025-10-21 20:45:28.355472, 18.50, 17.09
2025-10-21 20:45:38.386024, 18.50, 16.60
2025-10-21 20:45:48.416581, 18.56, 17.09
2025-10-21 20:45:58.451088, 18.62, 17.09
2025-10-21 20:46:08.481562, 18.56, 17.09
2025-10-21 20:46:18.512143, 18.37, 16.11
2025-10-21 20:46:28.542749, 18.37, 16.60
2025-10-21 20:46:38.573335, 18.37, 17.09
2025-10-21 20:46:48.603841, 18.44, 16.60
2025-10-21 20:46:58.638352, 18.50, 16.60
2025-10-21 20:47:08.668925, 18.50, 16.60
2025-10-21 20:47:18.699406, 18.50, 16.11
2025-10-21 20:47:28.730028, 18.50, 17.09
2025-10-21 20:47:38.760563, 18.44, 16.60
2025-10-21 20:47:48.791193, 18.44, 16.60
2025-10-21 20:47:58.825626, 18.31, 16.60
2025-10-21 20:48:08.856239, 18.31, 16.60
2025-10-21 20:48:18.886742, 18.37, 16.11
2025-10-21 20:48:28.917306, 18.37, 16.60
2025-10-21 20:48:38.947822, 18.25, 16.60
2025-10-21 20:48:48.982396, 18.37, 16.60
2025-10-21 20:48:59.012796, 18.37, 17.09
2025-10-21 20:49:09.043291, 18.31, 16.60
2025-10-21 20:49:19.073948, 18.44, 16.60
2025-10-21 20:49:29.104486, 18.37, 16.60
2025-10-21 20:49:39.135140, 18.37, 16.11
2025-10-21 20:49:49.169605, 18.37, 17.09
2025-10-21 20:49:59.200204, 18.44, 16.60
2025-10-21 20:50:09.230663, 18.44, 16.60
2025-10-21 20:50:19.261307, 18.37, 16.11
2025-10-21 20:50:29.291858, 18.25, 16.60
2025-10-21 20:50:39.322361, 18.37, 16.60
2025-10-21 20:50:49.356899, 18.31, 16.11
2025-10-21 20:50:59.387449, 18.19, 16.60
2025-10-21 20:51:09.418039, 18.19, 17.09
2025-10-21 20:51:19.448576, 18.25, 16.60
2025-10-21 20:51:29.479145, 18.31, 16.11
2025-10-21 20:51:39.513605, 18.37, 16.60
2025-10-21 20:51:49.544093, 18.50, 16.60
2025-10-21 20:51:59.574706, 18.44, 17.09
2025-10-21 20:52:09.605326, 18.44, 16.11
2025-10-21 20:52:19.635865, 18.37, 16.60
2025-10-21 20:52:29.666391, 18.37, 16.60
2025-10-21 20:52:39.700900, 18.25, 16.60
2025-10-21 20:52:49.731282, 18.37, 16.60
2025-10-21 20:52:59.761957, 18.31, 16.11
2025-10-21 20:53:09.792473, 18.37, 16.60
2025-10-21 20:53:19.823123, 18.37, 16.60
2025-10-21 20:53:29.853641, 18.37, 16.60
2025-10-21 20:53:39.888105, 18.44, 17.09
2025-10-21 20:53:49.918738, 18.50, 16.60
2025-10-21 20:53:59.949251, 18.37, 16.11
2025-10-21 20:54:09.979806, 18.50, 16.60
2025-10-21 20:54:20.010263, 18.44, 16.11
2025-10-21 20:54:30.040525, 18.31, 16.60
2025-10-21 20:54:40.074849, 18.25, 16.60
2025-10-21 20:54:50.105320, 18.37, 16.60
2025-10-21 20:55:00.135605, 18.19, 16.60
2025-10-21 20:55:10.165947, 18.25, 16.11
2025-10-21 20:55:20.196355, 18.31, 16.60
2025-10-21 20:55:30.230583, 18.37, 16.60
2025-10-21 20:55:40.260901, 18.25, 16.60
2025-10-21 20:55:50.291369, 18.31, 16.60
2025-10-21 20:56:00.321848, 18.44, 16.60
2025-10-21 20:56:10.352091, 18.44, 16.60
2025-10-21 20:56:20.382508, 18.31, 16.60
2025-10-21 20:56:30.416781, 18.37, 16.60
2025-10-21 20:56:40.447252, 18.37, 16.60
2025-10-21 20:56:50.477576, 18.37, 16.60
2025-10-21 20:57:00.507950, 18.37, 16.60
2025-10-21 20:57:10.538442, 18.44, 16.60
2025-10-21 20:57:20.568730, 18.31, 16.11
2025-10-21 20:57:30.603088, 18.37, 16.60
2025-10-21 20:57:40.633540, 18.31, 16.60
2025-10-21 20:57:50.663918, 18.37, 16.60
2025-10-21 20:58:00.694299, 18.44, 16.60
2025-10-21 20:58:10.724705, 18.31, 16.60
2025-10-21 20:58:20.759069, 18.12, 16.60
2025-10-21 20:58:30.789463, 18.31, 16.60
2025-10-21 20:58:40.819806, 18.44, 16.60
2025-10-21 20:58:50.850336, 18.37, 16.11
2025-10-21 20:59:00.880781, 18.31, 16.60
2025-10-21 20:59:10.911135, 18.31, 17.09
2025-10-21 20:59:20.945599, 18.37, 16.60
2025-10-21 20:59:30.975951, 18.37, 16.60
2025-10-21 20:59:41.006339, 18.31, 17.09
2025-10-21 20:59:51.036789, 18.37, 16.60
2025-10-21 21:00:01.067291, 18.25, 16.60
2025-10-21 21:00:11.097660, 18.37, 16.60
2025-10-24 17:03:07.626286, 19.62, 18.07
2025-10-24 17:03:17.656825, 19.50, 18.07
2025-10-24 17:03:27.687377, 19.44, 18.55
2025-10-24 17:03:37.718056, 19.44, 18.07
2025-10-24 17:03:47.752869, 19.31, 18.55
2025-10-24 17:03:57.783497, 19.25, 18.07
2025-10-24 17:04:07.814180, 19.25, 17.58
2025-10-24 17:04:17.844961, 19.19, 17.58
2025-10-24 17:04:27.875581, 19.12, 17.58
2025-10-24 17:04:37.910110, 19.12, 18.07
2025-10-24 17:04:47.940880, 19.06, 17.09
2025-10-24 17:04:57.971683, 19.00, 18.07
2025-10-24 17:05:08.002171, 18.94, 17.09
2025-10-24 17:05:18.036800, 18.94, 18.55
2025-10-24 17:05:28.067497, 18.94, 18.07
2025-10-24 17:05:38.098199, 18.94, 17.58
2025-10-24 17:05:48.128762, 18.87, 18.55
2025-10-24 17:05:58.159447, 18.94, 17.58
2025-10-24 17:06:08.194169, 18.94, 17.09
2025-10-24 17:06:18.224793, 18.94, 17.58
2025-10-24 17:06:28.255400, 18.94, 18.55
2025-10-24 17:06:38.286260, 18.87, 18.07
2025-10-24 17:06:48.316836, 18.81, 17.58
2025-10-24 17:06:58.351567, 18.81, 18.07
2025-10-24 17:07:08.382284, 18.81, 17.09
2025-10-24 17:07:18.413027, 18.81, 18.07
2025-10-24 17:07:32.641616, 18.87, 17.58
2025-10-24 17:07:42.672375, 18.81, 17.09
2025-10-24 17:07:52.703208, 18.81, 17.09
2025-10-24 17:08:02.733836, 18.69, 17.58
2025-10-24 17:08:12.768487, 18.75, 17.58
2025-10-24 17:20:05.106360, 18.56, 17.58
2025-10-24 17:20:15.137101, 18.56, 17.09
2025-10-24 17:20:25.167748, 18.56, 17.58
2025-10-24 17:20:35.202405, 18.56, 16.60
2025-10-24 17:20:45.843330, 18.56, 17.58
2025-10-24 17:20:56.484382, 18.62, 17.58
2025-10-24 17:21:06.515011, 18.62, 17.58
2025-10-24 17:21:16.545799, 18.62, 17.58
2025-10-24 17:21:26.576488, 18.62, 16.60
2025-10-24 17:21:36.611133, 18.62, 17.58
2025-10-24 17:21:46.641972, 18.56, 16.60
2025-10-24 17:21:56.672562, 18.56, 17.58
2025-10-24 17:22:07.313589, 18.56, 16.11
2025-10-24 17:22:17.344286, 18.56, 17.58
2025-10-24 17:22:27.378908, 18.56, 16.60
2025-10-24 17:22:37.409669, 18.56, 16.60
2025-10-24 17:22:47.440413, 18.50, 16.60
2025-10-24 17:22:57.471156, 18.50, 17.09
2025-10-24 17:23:07.501922, 18.50, 16.60
2025-10-24 17:23:17.536486, 18.44, 17.09
2025-10-24 17:23:27.567171, 18.44, 17.09
2025-10-24 17:23:37.597912, 18.50, 16.60
2025-10-24 17:23:47.628601, 18.56, 17.58
2025-10-24 17:23:57.663369, 18.56, 17.09
2025-10-24 17:24:07.694100, 18.62, 16.60
2025-10-24 17:24:17.724692, 18.62, 16.60
2025-10-24 17:24:27.755522, 18.56, 17.09
2025-10-24 17:24:37.786020, 18.50, 17.09
2025-10-24 17:24:47.820765, 18.50, 16.60
2025-10-24 17:24:57.851471, 18.56, 17.09
2025-10-24 17:25:07.882371, 18.56, 17.09
2025-10-24 17:25:17.913119, 18.62, 16.60
2025-10-24 17:25:27.947728, 18.69, 16.11
2025-10-24 17:25:37.978582, 18.69, 17.09
2025-10-24 17:25:48.009120, 18.62, 17.09
2025-10-24 17:25:58.039894, 18.69, 17.09
2025-10-24 17:26:38.166744, 18.62, 17.58
2025-10-24 17:26:48.197485, 18.69, 17.58
2025-10-24 17:26:58.232076, 18.62, 17.58
2025-10-24 17:27:08.262810, 18.62, 16.60
2025-10-24 17:27:18.293553, 18.62, 17.09
2025-10-24 17:27:28.324279, 18.62, 16.60
2025-10-24 17:27:38.355016, 18.62, 17.58
2025-10-24 17:27:48.389675, 18.69, 17.09
2025-10-24 17:27:58.420443, 18.62, 17.09
2025-10-24 17:28:08.451166, 18.62, 17.09
2025-10-24 17:28:18.481864, 18.62, 16.60
2025-10-24 17:28:28.516505, 18.62, 17.09
2025-10-24 17:28:38.547265, 18.62, 17.58
2025-10-24 17:28:48.577976, 18.62, 18.07
2025-10-24 17:28:58.608655, 18.62, 17.09
2025-10-24 17:29:08.639237, 18.69, 17.58
2025-10-24 17:29:18.674095, 18.69, 17.09
2025-10-24 17:29:28.704817, 18.69, 17.09
2025-10-24 17:29:38.735522, 18.62, 16.60
2025-10-24 17:29:48.766295, 18.62, 17.58
2025-10-24 17:29:58.800884, 18.50, 17.09
2025-10-24 17:30:08.831634, 18.50, 17.09
2025-10-24 17:30:18.862360, 18.50, 17.58
2025-10-24 17:30:28.893186, 18.50, 16.11
2025-10-24 17:30:38.923827, 18.44, 16.60
2025-10-24 17:30:48.958495, 18.44, 16.60
2025-10-24 17:30:58.989242, 18.50, 17.09
2025-10-24 17:31:09.019906, 18.56, 17.09
2025-10-24 17:31:19.050611, 18.50, 17.09
2025-10-24 17:31:29.085330, 18.50, 16.60
2025-10-24 17:31:39.116131, 18.56, 17.09
2025-10-24 17:31:49.146748, 18.56, 17.58
2025-10-24 17:31:59.177442, 18.50, 17.58
2025-10-24 17:32:09.208193, 18.56, 17.09
2025-10-24 17:32:19.242835, 18.62, 17.58
2025-10-24 17:32:29.273665, 18.50, 17.58
2025-10-24 17:32:39.304428, 18.50, 18.07
2025-10-24 17:32:49.335124, 18.50, 17.58
2025-10-24 17:32:59.369762, 18.44, 16.60
2025-10-24 17:33:09.400464, 18.50, 16.11
2025-10-24 17:33:19.431237, 18.44, 17.09
2025-10-24 17:33:29.461904, 18.50, 17.09
2025-10-24 17:33:39.492636, 18.50, 17.09
2025-10-24 17:33:49.527258, 18.50, 16.60
2025-10-24 17:33:59.557985, 18.50, 17.58
2025-10-24 17:34:09.588698, 18.50, 17.09
2025-10-24 17:34:19.619470, 18.44, 16.60
2025-10-24 17:34:29.650211, 18.44, 16.60
2025-10-24 17:34:39.684875, 18.44, 16.60
2025-10-24 17:34:49.715589, 18.44, 17.09
2025-10-24 17:35:00.356561, 18.50, 17.09
2025-10-24 17:35:10.997574, 18.44, 16.60
2025-10-24 17:35:21.028275, 18.44, 17.09
2025-10-24 17:35:31.058918, 18.50, 16.60
2025-10-24 17:35:41.093625, 18.44, 17.09
2025-10-24 17:35:51.124375, 18.37, 17.09
2025-10-24 17:36:01.155183, 18.37, 16.60
2025-10-24 17:36:11.185929, 18.37, 16.60
2025-10-24 17:36:21.216565, 18.37, 16.60
2025-10-24 17:36:31.251230, 18.37, 17.58
2025-10-24 17:36:41.281926, 18.37, 17.58
2025-10-24 17:36:51.312714, 18.44, 17.09
2025-10-24 17:37:01.343367, 18.37, 16.60
2025-10-24 17:37:11.378129, 18.37, 17.09
2025-10-24 17:37:21.408740, 18.37, 16.60
2025-10-24 17:37:32.049774, 18.44, 16.11
2025-10-24 17:37:42.690801, 18.44, 16.60
2025-10-24 17:37:52.721432, 18.44, 16.11
2025-10-24 17:38:02.752220, 18.37, 17.09
2025-10-24 17:38:12.782894, 18.37, 16.11
2025-10-24 17:38:22.817617, 18.37, 17.09
2025-10-24 17:38:32.848327, 18.37, 17.09
2025-10-24 17:38:42.879017, 18.37, 16.60
2025-10-24 17:38:52.909804, 18.37, 16.60
2025-10-24 17:39:02.944488, 18.37, 17.09
2025-10-24 17:39:12.975230, 18.37, 17.09
2025-10-24 17:39:23.005891, 18.31, 17.09
2025-10-24 17:39:33.036559, 18.31, 17.09
2025-10-24 17:39:43.067447, 18.31, 16.60
2025-10-24 17:39:53.102042, 18.25, 17.58
2025-10-24 17:40:03.132781, 18.25, 16.11
2025-10-24 17:40:13.163449, 18.25, 16.60
2025-10-24 17:40:23.194200, 18.31, 16.60
2025-10-24 17:40:33.224892, 18.31, 17.09
2025-10-24 17:40:43.259579, 18.31, 17.09
2025-10-24 17:40:53.290306, 18.31, 16.60
2025-10-24 17:41:03.321010, 18.31, 17.09
2025-10-24 17:41:13.351774, 18.31, 17.09
2025-10-24 17:41:23.386417, 18.31, 16.60
2025-10-24 17:41:33.417137, 18.31, 17.09
2025-10-24 17:41:43.447889, 18.25, 16.11
2025-10-24 17:41:53.478592, 18.25, 17.09
2025-10-24 17:42:03.509341, 18.31, 17.09
2025-10-24 17:42:13.544030, 18.25, 16.11
2025-10-24 17:42:23.574750, 18.25, 17.09
2025-10-24 17:42:33.605508, 18.25, 17.09
2025-10-24 17:42:43.636194, 18.31, 16.60
2025-10-24 17:42:53.666868, 18.31, 17.09
2025-10-24 17:43:03.701517, 18.31, 16.60
2025-10-24 17:43:13.732300, 18.31, 17.09
2025-10-24 17:43:23.763012, 18.31, 16.60
2025-10-24 17:43:33.793739, 18.31, 17.09
2025-10-24 17:43:43.828333, 18.44, 17.09
2025-10-24 17:43:53.859054, 18.37, 17.09
2025-10-24 17:44:03.889754, 18.31, 17.09
2025-10-24 17:44:13.920598, 18.37, 16.60
2025-10-24 17:44:23.951300, 18.31, 16.60
2025-10-24 17:44:33.985993, 18.31, 17.58
2025-10-24 17:44:44.016719, 18.31, 16.11
2025-10-24 17:44:54.047518, 18.31, 16.60
2025-10-24 17:45:04.078218, 18.31, 17.58
2025-10-24 17:45:14.108841, 18.37, 16.11
2025-10-24 17:45:24.143488, 18.37, 17.09
2025-10-24 17:45:34.174135, 18.37, 16.11
2025-10-24 17:45:44.205027, 18.37, 16.60
2025-10-24 17:45:54.235754, 18.25, 17.09
2025-10-24 17:46:04.876717, 18.31, 17.58
2025-10-24 17:46:14.911363, 18.31, 17.09
2025-10-24 17:46:24.942145, 18.37, 17.09
2025-10-24 17:46:34.972869, 18.37, 17.09
2025-10-24 17:46:45.003614, 18.31, 17.58
2025-10-24 17:46:55.034178, 18.31, 16.60
2025-10-24 17:47:05.068964, 18.31, 16.60
2025-10-24 17:47:15.099692, 18.31, 17.58
2025-10-24 17:47:25.130436, 18.31, 16.60
2025-10-24 17:47:35.161198, 18.19, 17.09
2025-10-24 17:47:45.195828, 18.19, 16.60
2025-10-24 17:47:55.226417, 18.19, 17.09
2025-10-24 17:48:05.257129, 18.31, 17.09
2025-10-24 17:48:15.287986, 18.31, 16.60
2025-10-24 17:48:25.318703, 18.31, 16.11
2025-10-24 17:48:35.353383, 18.25, 16.60
2025-10-24 17:48:45.384138, 18.25, 16.11
2025-10-24 17:48:55.414692, 18.25, 17.09
2025-10-24 17:49:05.445672, 18.31, 16.60
2025-10-24 17:49:15.480220, 18.31, 16.60
2025-10-24 17:49:25.510910, 18.31, 17.09
2025-10-24 17:49:35.541707, 18.25, 17.58
2025-10-24 17:49:46.182646, 18.31, 16.11
2025-10-24 17:49:56.213399, 18.31, 17.09
2025-10-24 17:50:06.244114, 18.31, 16.60
2025-10-24 17:50:16.278804, 18.25, 17.09
2025-10-24 17:50:26.309549, 18.25, 17.09
2025-10-24 17:50:36.340278, 18.31, 17.58
2025-10-24 17:50:46.370911, 18.31, 17.09
2025-10-24 17:50:56.401623, 18.31, 17.09
2025-10-24 17:51:06.436306, 18.31, 17.09
2025-10-24 17:51:16.467090, 18.31, 16.60
2025-10-24 17:51:26.497839, 18.31, 17.58
2025-10-24 17:51:36.528578, 18.31, 17.09
2025-10-24 17:51:46.563155, 18.31, 16.11
2025-10-24 17:51:56.593937, 18.31, 16.11
2025-10-24 17:52:06.624680, 18.31, 16.60
2025-10-24 17:52:16.655413, 18.31, 17.09
2025-10-24 17:52:26.685908, 18.31, 16.60
2025-10-24 17:52:36.720790, 18.31, 17.09
2025-10-24 17:52:46.751388, 18.31, 16.11
2025-10-24 17:52:56.782097, 18.31, 16.60
2025-10-24 17:53:06.812761, 18.31, 17.09
2025-10-24 17:53:16.843485, 18.25, 16.11
2025-10-24 17:53:27.483140, 18.31, 17.09
2025-10-24 17:53:37.515865, 18.31, 17.58
2025-10-24 17:53:47.544840, 18.31, 16.11
2025-10-24 17:53:57.573883, 18.31, 17.09
2025-10-24 17:54:07.603016, 18.31, 16.11
2025-10-24 17:54:17.632006, 18.31, 16.60
2025-10-24 17:54:27.665147, 18.31, 16.60
2025-10-24 17:54:37.694272, 18.31, 16.11
2025-10-24 17:54:47.723371, 18.25, 16.60
2025-10-24 17:54:57.752595, 18.25, 16.11
2025-10-24 17:55:07.785809, 18.25, 17.09
2025-10-24 17:55:17.815077, 18.31, 17.58
2025-10-24 17:55:27.844240, 18.31, 16.60
2025-10-24 17:55:37.873566, 18.31, 17.09
2025-10-24 17:55:47.902871, 18.31, 16.60
2025-10-24 17:55:58.542375, 18.31, 16.60
2025-10-24 17:56:08.575723, 18.31, 17.58
2025-10-24 17:56:18.605032, 18.31, 16.11
2025-10-24 17:56:28.634490, 18.25, 17.09
2025-10-24 17:56:38.663911, 18.25, 16.60
2025-10-24 17:56:48.693281, 18.25, 16.60
2025-10-24 17:56:58.726718, 18.25, 16.11
2025-10-24 17:57:08.756256, 18.25, 16.60
2025-10-24 17:57:18.785775, 18.25, 17.09
2025-10-24 17:57:28.815289, 18.25, 16.60
2025-10-24 17:57:38.844788, 18.25, 17.09
2025-10-24 17:57:48.878317, 18.25, 17.09
2025-10-24 17:57:58.907868, 18.31, 16.11
2025-10-24 17:58:08.937484, 18.31, 17.09
2025-10-24 17:58:18.967145, 18.31, 16.60
2025-10-24 17:58:29.000618, 18.25, 17.58
2025-10-24 17:58:39.030298, 18.25, 17.58
2025-10-24 17:58:49.059975, 18.31, 16.60
2025-10-24 17:58:59.089657, 18.31, 17.09
2025-10-24 17:59:09.119322, 18.31, 16.11
2025-10-24 17:59:19.152881, 18.25, 16.60
2025-10-24 17:59:29.182743, 18.25, 17.09
2025-10-24 17:59:39.212446, 18.25, 16.60
2025-10-24 17:59:49.242218, 18.25, 16.60
2025-10-24 17:59:59.271946, 18.31, 17.58
2025-10-24 18:00:09.305538, 18.31, 16.60
2025-10-24 18:00:19.335333, 18.25, 16.60
2025-10-24 18:00:29.365169, 18.31, 17.09
2025-10-24 18:00:39.395087, 18.25, 17.58
2025-10-24 18:00:50.035146, 18.25, 17.09
2025-10-24 18:01:00.064806, 18.25, 17.09
2025-10-24 18:01:10.098750, 18.25, 17.58
2025-10-24 18:01:20.128683, 18.25, 16.11
2025-10-24 18:01:30.158531, 18.25, 16.11
2025-10-24 18:01:40.188404, 18.19, 16.60
2025-10-24 18:01:50.222202, 18.19, 16.11
2025-10-24 18:02:00.252145, 18.19, 16.60
2025-10-24 18:02:10.282118, 18.25, 16.60
2025-10-24 18:02:20.312215, 18.25, 17.09
2025-10-24 18:02:30.342023, 18.25, 16.11
2025-10-24 18:02:40.375958, 18.25, 16.60
2025-10-24 18:02:50.405930, 18.25, 16.11
2025-10-24 18:03:00.435892, 18.25, 16.60
2025-10-24 18:03:10.465905, 18.25, 16.60
2025-10-24 18:03:20.495827, 18.25, 17.58
2025-10-24 18:03:30.529875, 18.25, 17.09
2025-10-24 18:03:40.559839, 18.31, 16.60
2025-10-24 18:03:50.589886, 18.19, 16.60
2025-10-24 18:04:00.619929, 18.25, 16.60
2025-10-24 18:04:10.649966, 18.25, 16.11
2025-10-24 18:04:20.683944, 18.25, 17.09
2025-10-24 18:04:31.324184, 18.25, 16.60
2025-10-24 18:04:41.354281, 18.25, 17.09
2025-10-24 18:04:51.384374, 18.25, 16.11
2025-10-24 18:05:01.414489, 18.25, 16.60
2025-10-24 18:05:11.444541, 18.25, 17.09
2025-10-24 18:05:21.478560, 18.25, 16.60
2025-10-24 18:05:31.508715, 18.25, 16.60
2025-10-24 18:05:41.538762, 18.25, 16.60
2025-10-24 18:05:51.568962, 18.25, 16.60
2025-10-24 18:06:01.603104, 18.25, 16.60
2025-10-24 18:06:11.633137, 18.25, 17.09
2025-10-24 18:06:21.663250, 18.25, 16.11
2025-10-24 18:06:31.693421, 18.25, 16.60
2025-10-24 18:06:41.723581, 18.19, 16.11
2025-10-24 18:06:51.757688, 18.25, 16.60
2025-10-24 18:07:02.398130, 18.19, 16.11
2025-10-24 18:07:12.428260, 18.19, 17.09
2025-10-24 18:07:22.458461, 18.19, 17.09
2025-10-24 18:07:32.488527, 18.25, 16.60
2025-10-24 18:07:42.518781, 18.25, 16.60
2025-10-24 18:07:52.552933, 18.19, 16.11
2025-10-24 18:08:02.583016, 18.19, 16.11
2025-10-24 18:08:12.613197, 18.19, 17.09
2025-10-24 18:08:22.643538, 18.19, 16.60
2025-10-24 18:08:32.673740, 18.25, 16.60
2025-10-24 18:08:42.707941, 18.25, 16.11
2025-10-24 18:08:52.738198, 18.19, 16.60
2025-10-24 18:09:02.768460, 18.25, 16.60
2025-10-24 18:09:12.798707, 18.19, 16.60
2025-10-24 18:09:22.829000, 18.25, 16.11
2025-10-24 18:09:32.863019, 18.25, 17.09
2025-10-24 18:09:42.893367, 18.25, 17.09
